id,first_match,second_match,note
1000_l,0,0,0
251_c,0,0,0
252_l,0,0,0
253_c,0,0,0
254_c,0,0,0
255_c,0,0,0
256_r,0,0,0
257_r,0,0,0
258_c,0,0,0
259_c,0,0,0
260_c,0,0,0
261_c,0,0,0
262_l,0,0,0
263_l,0,0,0
264_l,0,0,0
265_r,0,0,0
266_l,0,0,0
267_l,0,0,0
268_c,0,0,0
269_r,0,0,0
270_l,0,0,0
271_r,0,0,0
272_l,0,0,0
273_l,0,0,0
274_c,0,0,0
275_c,0,0,0
276_c,0,0,0
277_c,0,0,0
278_c,0,0,0
279_l,0,0,0
280_c,0,0,0
281_l,0,0,0
282_l,0,0,0
283_c,0,0,0
284_c,0,0,0
285_c,0,0,0
286_c,0,0,0
287_c,0,0,0
288_c,0,0,0
289_l,0,0,0
290_l,0,0,0
291_c,0,0,0
292_r,0,0,0
293_r,0,0,0
294_c,0,0,0
295_c,0,0,0
296_l,0,0,0
297_l,0,0,0
298_c,0,0,0
299_c,0,0,0
300_c,0,0,0
301_l,0,0,0
302_c,0,0,0
303_r,0,0,0
304_c,0,0,0
305_r,0,0,0
306_l,0,0,0
307_l,0,0,0
308_l,0,0,0
309_l,0,0,0
310_l,0,0,0
311_c,0,0,0
312_r,0,0,0
313_l,0,0,0
314_r,0,0,0
315_r,0,0,0
316_l,0,0,0
317_c,0,0,0
318_r,0,0,0
319_c,0,0,0
320_l,0,0,0
321_l,0,0,0
322_r,0,0,0
323_c,0,0,0
324_c,0,0,0
325_l,0,0,0
326_c,0,0,0
327_r,0,0,0
328_l,0,0,0
329_r,0,0,0
330_c,0,0,0
331_l,0,0,0
332_l,0,0,0
333_l,0,0,0
334_c,0,0,0
335_c,0,0,0
336_r,0,0,0
337_c,0,0,0
338_l,0,0,0
339_r,0,0,0
340_r,0,0,0
341_l,0,0,0
342_l,0,0,0
343_r,0,0,0
344_l,0,0,0
345_c,0,0,0
346_r,0,0,0
347_c,0,0,0
348_c,0,0,0
349_r,0,0,0
350_r,0,0,0
351_c,0,0,0
352_r,0,0,0
353_r,0,0,0
354_r,0,0,0
355_l,0,0,0
356_l,0,0,0
357_c,0,0,0
358_l,0,0,0
359_c,0,0,0
360_l,0,0,0
361_r,0,0,0
362_l,0,0,0
363_l,0,0,0
364_c,0,0,0
365_c,0,0,0
366_r,0,0,0
367_l,0,0,0
368_c,0,0,0
369_l,0,0,0
370_r,0,0,0
371_l,0,0,0
372_l,0,0,0
373_c,0,0,0
374_c,0,0,0
375_l,0,0,0
376_l,0,0,0
377_c,0,0,0
378_r,0,0,0
379_r,0,0,0
380_r,0,0,0
381_l,0,0,0
382_c,0,0,0
383_c,0,0,0
384_c,0,0,0
385_c,0,0,0
386_l,0,0,0
387_l,0,0,0
388_l,0,0,0
389_r,0,0,0
390_r,0,0,0
391_c,0,0,0
392_l,0,0,0
393_r,0,0,0
394_c,0,0,0
395_r,0,0,0
396_l,0,0,0
397_c,0,0,0
398_c,0,0,0
399_c,0,0,0
400_c,0,0,0
401_l,0,0,0
402_r,0,0,0
403_r,0,0,0
404_r,0,0,0
405_r,0,0,0
406_r,0,0,0
407_l,0,0,0
408_r,0,0,0
409_r,0,0,0
410_r,0,0,0
411_l,0,0,0
412_r,0,0,0
413_r,0,0,0
414_c,0,0,0
415_l,0,0,0
416_l,0,0,0
417_l,0,0,0
418_r,0,0,0
419_c,0,0,0
420_c,0,0,0
421_c,0,0,0
422_c,0,0,0
423_r,0,0,0
424_r,0,0,0
425_l,0,0,0
426_c,0,0,0
427_l,0,0,0
428_c,0,0,0
429_l,0,0,0
430_r,0,0,0
431_r,0,0,0
432_c,0,0,0
433_c,0,0,0
434_l,0,0,0
435_r,0,0,0
436_r,0,0,0
437_l,0,0,0
438_r,0,0,0
439_r,0,0,0
440_c,0,0,0
441_c,0,0,0
442_l,0,0,0
443_r,0,0,0
444_r,0,0,0
445_r,0,0,0
446_r,0,0,0
447_r,0,0,0
448_l,0,0,0
449_l,0,0,0
450_l,0,0,0
451_r,0,0,0
452_c,0,0,0
453_c,0,0,0
454_c,0,0,0
455_l,0,0,0
456_r,0,0,0
457_l,0,0,0
458_l,0,0,0
459_l,0,0,0
460_c,0,0,0
461_r,0,0,0
