id,0,1,2,3,4,5,6,7,8,9,Truth,Total
262_i210,28.057561330262047,24.390244434306776,23.674125930654252,20.004084264657656,16.639108842504008,13.425577973973544,13.0962411983739,12.960463595492103,12.345679284886357,8.321976674855744,1,172.91506353
262_i150,21.491748842650214,18.547706502527262,17.930062474669217,16.288556795831585,15.96318490329441,15.565280445789682,15.091840846077231,14.851669683597674,10.430973975610826,8.1529328377343777,1,154.313957308
262_i140,13.186845549170069,12.458736480531835,11.811116031403524,11.734620951156581,11.647841760259114,11.340700188513848,11.00587916695018,9.9009899529344079,9.7105868197196124,7.2789835011192272,1,110.076300402
262_i170,27.018970437293159,23.027463272183653,23.027463272183653,20.87501633899727,18.259586950692384,14.228389102252329,13.581777372291841,12.960464846993192,12.345679284886357,8.3807129870437631,1,173.705523865
262_l,9.7811177845520465,9.6924813421890779,9.6194263964536368,9.5307940028673794,9.444575446343217,9.1924512481142724,9.0461300760433296,8.9723431929485731,8.0458113169865086,7.5672289388925087,1,90.8923597454
268_i160,2.7443043423769344,2.5874112102880669,2.5382968124151923,2.511045713947436,2.4587588284030693,2.428052199563258,2.3861171330807061,2.3806900358923686,2.352784468848732,2.3220657771919231,0,24.709526522
268_i180,2.8000930618316429,2.6392961930347392,2.582236717779768,2.5550326198582978,2.492212283741067,2.4692565489783682,2.4266182992108272,2.4238593980876608,2.3902131288094863,2.3619764393607032,0,25.1407946907
314_i130,4.5817837745936298,4.526012068459444,4.4881142285113791,4.425866770115686,4.4085531055739366,4.4085531055739366,4.4025299459592979,4.3860710116653197,4.3330843326552708,4.2306188751434526,0,44.1911872183
285_c,5.5079818046464091,5.5066711153685803,5.474681494313665,5.1183537076465351,5.1037102490110184,5.0793015445459107,4.9627946556608302,4.9505562792665305,4.8906953486255036,4.8443420836748121,0,51.4390882828
346_l,6.4537882173159478,6.3430570481814659,6.2945817334979575,6.285791010995176,6.1829281078379701,6.1188894371710871,6.018680990479508,6.0075942447359312,5.9548128283846928,5.871066264249782,0,61.5311898828
Conclusion,121.624195145,109.719079667,107.440105092,99.3291621761,92.6004604777,84.2564517945,82.0186096841,79.7947022416,72.8003207894,59.3319043793,-,908.914991446
