id,0,1,2,3,4,5,6,7,8,9,Truth,Total
255_i120,7.5976008790768876,7.4895493851010464,7.2361350082288034,6.3786208505827204,5.1638195028706582,5.1326660219176423,5.0780969443352912,5.0619687944820209,4.4799587711313809,3.359311783449821,1,56.9777279412
255_i130,6.0104657853973933,5.9733928065817201,5.8152072453284314,5.6626552910988233,5.183416493908938,4.4980928192573915,4.4505821501112397,4.3674007421257741,3.6939098829256789,3.1077792954951211,1,48.7629025122
255_i180,9.2779595719651287,6.795525347758872,6.4759636934596871,6.2375047030707895,5.5044993954052766,5.2053143039975183,4.9449418452910701,4.860772402919439,4.5609923952269096,3.2549337744843214,1,57.1184074336
255_i250,6.28514159321624,5.3563338462815508,5.2051439264885655,5.0865700982684983,4.3381457981686653,4.2246677432375845,4.1949476622819315,3.9813576048183843,3.5634741907388885,3.0279126748016369,1,45.2636951383
255_c,4.592627144904732,3.6386948538083104,3.4643960300684311,3.4490132037100518,3.0801371531046389,2.9889216067994822,2.9661017143924977,2.9459416914038941,2.8272758418060357,2.7257665865968486,1,32.6788758266
268_i230,4.2375436303576928,4.1187200806990658,3.9886848053558999,3.7438170464772265,3.6416874837678703,3.5925850701178907,3.5456210970298279,3.5433719553862328,3.5125761882349789,3.4099609740610939,0,37.3345683315
258_i180,3.1366997938184422,2.8771231950901752,2.7782068319129505,2.7605687846989748,2.660388925237009,2.6442922629559313,2.588683646548398,2.4541397588049194,2.4423657436738346,2.368730505557981,0,26.7111994483
270_i120,3.8543144413400858,3.8397158413416976,3.8100036914116147,3.5149981028850186,3.5149981028850186,3.4019461022446329,3.3271270200702876,3.2525283250043739,3.1799934228794711,3.1341227352766126,0,34.8297477853
256_i160,2.3549792494426702,2.3488030526626589,2.2966750727788985,2.2546394081489844,2.2237478821681957,2.035946238945074,2.0163977890459464,2.0053903510134998,2.0044592880288596,1.9792619619817187,0,21.5203002942
254_l,4.9449804688018109,3.8237335541347504,3.6203136751990126,3.3264248006094039,3.1984208846168842,3.1448581518905505,3.14325288480652,2.9907832758236959,2.9108079682624175,2.8339185805759062,0,33.9374942447
Conclusion,52.2923125583,46.2615919635,44.6907299802,42.4148122896,38.5092616221,36.8692903214,36.2557527539,35.4636549018,33.1758136929,29.2016988723,-,395.134918956
