id,0,1,2,3,4,5,6,7,8,9,Truth,Total
277_l,4.5137254357383645,4.5040694437479756,4.3593504057117265,4.2573768075048362,4.054141223476261,3.9979990330843367,3.9335492964221741,3.880226608126204,3.6213778387302842,3.4739524206164383,1,40.5957685132
277_i140,4.8027978114716818,4.507556387759287,4.4755056525751611,4.4475966106018641,4.398331646644543,4.3620975728390494,4.2036242588923187,3.8178065098384102,3.7963224952347092,3.6965796779385061,1,42.5082186238
277_i110,9.3976779568259925,9.0605620900315174,7.5784397625436037,5.2249844836589281,4.8072376586203465,4.6492767403094009,4.5903744576526124,4.2401088721596478,3.4289687135079459,3.3396405445985966,1,56.3172712799
277_i170,9.6373856624532177,9.5006254991537027,8.9015133505865229,7.5064249217157339,5.7025540307692744,5.5569534227135815,5.5075794922724182,5.2151274288526253,3.7471113509247385,3.6643803534101416,1,64.9396555129
277_i120,14.631968696945188,10.233870290219437,8.1490589120709451,5.3057045726108605,5.2667160607556998,5.1640424742414712,4.9253681204210178,4.5561633603748719,3.530423919504849,3.2415329972171656,1,65.0048494044
287_i180,2.5576364747710127,2.5152750671708026,2.4848196771255417,2.3498142445683214,2.2972717292747635,2.2337120180162136,2.2099204517438755,2.1497349974279931,2.1137345870901232,2.0944843558112525,0,23.006403603
337_l,3.308779994553515,3.2502550552363672,3.1798088638827826,3.1257693477196904,3.091067751003818,3.0371720400866153,3.0019061781875616,2.9604968108556196,2.9518867917284632,2.9302208513306724,0,30.8373636846
267_i180,1.9473473817147586,1.9456222646447845,1.9405139075527083,1.9388053522240729,1.9157699614502854,1.9135754769240951,1.9035698412727617,1.8900041830051972,1.849537897125455,1.8376707702447184,0,19.0824170362
321_i170,3.9052489756833975,3.8498115834176598,3.6375113112310014,3.6366538476424304,3.5989698593353285,3.550196157228616,3.532928545165225,3.347831091820225,3.3238738992754988,3.200806956371693,0,35.5838322272
340_i150,3.1550405660215759,2.8862477191023026,2.8301731328945672,2.820449736477495,2.8148859013533567,2.7315675344384687,2.7101002014446451,2.6710071245676743,2.6412276583212519,2.6385021561828745,0,27.8992017308
Conclusion,57.8576089562,52.2538954005,47.5366949762,40.6135799247,37.9469458227,37.1965924699,36.5189208435,34.728506987,31.0044651514,30.1177710837,-,405.774981616
