id,0,1,2,3,4,5,6,7,8,9,Truth,Total
336_i210,8.0104335649668919,7.4590186088963479,6.8635138833242113,6.8635138833242113,6.1091954852591739,5.8950369468730583,5.6250343463152488,5.1837004202246417,4.4707137386416278,3.6073620937718891,1,60.0875229716
336_i250,11.169574689169774,10.595526569310948,10.130492547523355,9.572578812586567,8.7725073249989833,8.4651623101872939,8.4283583885320059,6.0050316427555375,5.3471264646847994,3.5074543670173184,1,81.9938131168
336_i230,8.1660595389650403,8.1660595389650403,7.546757007335688,6.496342817886708,6.3561347175217495,5.7915532669798679,5.3269805950847875,3.9293289958171784,3.6973910777509977,3.6359201010774247,1,59.1125276574
336_i160,13.53904977128601,10.513709441476099,7.876920428994973,7.876920428994973,6.9446920528527967,6.3237169177154229,5.7661783118946257,5.1311641874799259,4.2585060722118557,3.2755705632108492,1,71.5064281761
336_l,5.4267756788065498,5.209943444144697,4.9899028918152606,4.8272965801727707,4.7808776938182769,4.5673581446616378,4.1876495986546596,4.1397136315285978,3.8087208025331303,3.2620515031593733,1,45.2002899693
281_i180,3.5668881770456999,3.550205923512638,3.5206425083938595,3.5133664089483116,3.3738558726745476,3.3623193340178044,3.2265364753504242,3.0688482404109609,2.9139975115014383,2.7601224763022412,0,32.8567829282
306_i110,3.2512943477040794,3.2407437408541919,3.1745390954220971,3.1586128409208087,3.057706538032507,3.0246198310045993,3.021839811095127,2.891366094857533,2.7273220057366903,2.6955580687538361,0,30.2436023744
257_i190,3.1805391705857722,3.1652140173419077,3.1523092043825898,3.0949931986440036,3.0620703905030124,3.0336718141071954,2.9860692863496423,2.8956800302617918,2.7238584763922287,2.6198064213433505,0,29.9142120099
295_i170,3.2458636758413868,3.2238044850521654,3.158612543587981,3.158612543587981,3.0802574837232659,3.0183859476082131,2.9302310869075763,2.886656422866976,2.670516067088597,2.5321708045604305,0,29.9051110608
307_i160,3.7379134441646054,3.723261016351695,3.6479042838142006,3.6001390988115647,3.4504622247308938,3.4212567417660393,3.2983113573368392,3.1647596484669855,2.9783714208314094,2.6652173544158293,0,33.6875965907
Conclusion,63.2943920585,58.8474867859,54.0615943946,52.1623766139,48.9877597841,46.9030812549,44.7971892575,39.2962493147,35.5965236374,30.5612337536,-,474.507886855
