id,0,1,2,3,4,5,6,7,8,9,Truth,Total
281_i180,19.146826730479592,17.376229523172832,15.412697649168342,15.037970013445872,10.775877148992755,10.344730030411691,7.9871357554267517,7.1451813365840495,7.0957500448867981,6.0739985766513218,1,116.396396809
281_i130,14.283368850989479,11.534603548012948,11.5266579843338,9.6322889818790198,9.2554556197801112,9.2498189057139122,9.2397585446297334,8.8144646877283783,7.1557654440082112,5.5087110891289983,1,96.2008936562
281_i170,19.8106273646167,18.620299238717863,18.505739438394837,14.538454434407477,12.058898163571836,11.301724436705699,9.006179318443122,7.9491196898239513,7.3344015806857508,6.3762415631347293,1,125.501685229
281_i140,8.8612249038468338,8.0319806650342755,7.5578237950877298,7.5480293839970516,7.5440066092938762,6.7360510310520985,6.5612749847754923,6.2790428048727378,6.1041737327774408,6.0043036327398802,1,71.2279115435
281_c,8.4414638417585657,8.4382615111387071,8.2844564718501896,8.0489910219024505,8.0412030367532221,7.8612582266256119,7.7650907569503245,6.9151054631137487,6.5465114425244968,5.3362914211271599,1,75.6786331937
287_i110,4.0798080466686564,4.0415467039698738,3.9811495543710387,3.9407079040414796,3.8494891681899888,3.8218784585510224,3.750852675858412,3.7172232822502753,3.7159043399719072,3.2312761059942727,0,38.1298362399
273_i140,3.5825812011951026,3.3968682006490285,3.3127028954050091,3.2374665418884869,3.1777529677961134,3.0973607474278597,3.0783686479548655,3.0367542359500939,3.0252385807452113,2.9800389256813538,0,31.9251329447
331_i150,4.7440237187658418,4.7154585860216409,4.6381064753915284,4.3682675626454008,4.340124348526154,4.3256190160474208,4.2536178121844168,4.1898677512654894,4.0952884076454259,3.9863761488511757,0,43.6567498273
287_i210,3.9121885379189734,3.8340997104144536,3.750539495541017,3.7471829071973803,3.6975426436949275,3.6941712028458693,3.6781959040085144,3.6263447783984257,3.5544435445082985,3.4529175315835539,0,36.9476262561
347_i140,3.9943964736362942,3.9304861201911634,3.8669754379179553,3.855829000564551,3.8226800419564597,3.7810105161996268,3.7347024454684168,3.6476017140742703,3.5866607146894256,3.4870031449150196,0,37.7073456096
283_i230,2.210779658778653,2.2106589130327881,2.2051495532993384,2.2032016761962119,2.1479259582610988,2.1462279937752582,2.1370381567164651,2.1357664665643852,2.1212007915516971,2.0711674654014516,0,21.5891166336
317_r,5.4761307119884961,5.2282022860847697,5.182092090582473,5.0985086130163584,5.0381754428216619,4.9030647242391723,4.855722310527808,4.8124758936126311,4.8118516710272461,4.528038289581227,0,49.9342620335
341_c,4.691629032891564,4.5342696939961886,4.521333503668389,4.515257273705652,4.5008360061781207,4.399279963697432,4.3104474261177614,4.0633922041264166,4.0435065133380057,3.8694267233578334,0,43.4493783411
264_c,3.5071992074765852,3.4592050183729564,3.4327134310394785,3.411425569652077,3.3618467003630741,3.3605867689311775,3.3337761778458135,3.2427553653150509,3.2345947200121885,3.2137679572896585,0,33.5578709163
255_i250,2.5002148499936689,2.4741134207377358,2.4454566422813637,2.4379863937482646,2.4255779126585102,2.4217866884558856,2.4152884453675516,2.3995022683146714,2.3819560148795449,2.3154434033536613,0,24.2173260398
Conclusion,109.242463131,101.82628314,98.6235944183,91.6215672783,84.0373917688,81.4445687107,76.1074493623,71.974597942,68.8072475433,62.4350019788,-,846.120165273
