id,0,1,2,3,4,5,6,7,8,9,Truth,Total
307_i130,28.057561330262047,26.030431814425111,20.004082773932986,19.234394985409576,17.370598403384768,17.370597279324357,17.224750041212278,15.96318490329441,9.9009899529344079,9.6194263964536368,1,180.776017881
307_i190,26.030431814425111,26.030431814425111,25.276433381799773,24.390244434306776,17.930062474669217,16.860700222829621,14.228387593904378,13.944925423520601,9.9009899529344079,9.6194263964536368,1,184.212033509
307_i160,24.390244434306776,20.875014715641399,19.015725240695623,18.547705220962609,18.547705220962609,18.547703939398129,17.930061277036373,17.370598403384768,10.430973164948844,10.430973164948844,1,176.086704782
307_i140,11.340700188513848,10.430973975610826,10.000505228532949,9.1217735551169081,8.7667933689319888,8.7613945346498916,8.5020251601711099,8.3219771908479387,8.2644629931158438,7.2404430937725266,1,90.7510492893
307_l,9.1217735551169081,9.1217735551169081,8.9003375064052612,8.8300441313471207,8.7613945346498916,8.6287788815859017,8.5020251601711099,8.5020251601711099,8.2164378204260533,7.8927816196363283,1,86.4773719246
290_r,5.0640903652987879,5.0253807876877952,5.0126737925663303,4.9751243043431552,4.8906957050449291,4.8754072743422601,4.7772225245049293,4.7663050303740775,4.7554625959102124,4.3249360263529297,0,48.4672984064
333_i120,5.1646119743440604,5.1230139356374815,5.1117434672738229,5.1101000918077348,5.0382306663692207,5.0304353370965318,5.0171719883158987,4.9563858490957324,4.9436993414067141,4.7051963143272042,0,50.2005889657
270_i210,3.6490868888485322,3.6093383402856367,3.497672399347624,3.484861392443583,3.4806222361099182,3.4120479037076699,3.4017817843310056,3.4008415673343033,3.3069649353656159,3.168913823822328,0,34.4121312716
305_i210,5.6116580604612238,5.5079818046464091,5.3627248064803981,5.2573780974286297,5.215792975553974,5.1999032610389273,5.1442763342284357,5.0126737925663303,4.8104306074304359,4.5156087955214037,0,51.6384285354
283_i160,2.7138514259115847,2.6716110964678563,2.655129773438055,2.6540746612795734,2.6522021400602012,2.6336921349849174,2.6256314858992238,2.6055197791009355,2.5750736993579944,2.4504918806964135,0,26.2372780772
283_l,1.4061139310834003,1.3889856271581575,1.3876458593540946,1.3873783765033925,1.3866103528295854,1.386310048264241,1.3849779498400212,1.3815322468462639,1.3711760949980596,1.350567957221374,0,13.8312984441
274_i130,4.8622110879604667,4.8507008849874609,4.8316983679808407,4.8241599293282578,4.7760053764266681,4.7073957616311377,4.6977031573206709,4.6565860362571563,4.6132404804093587,4.4162225319344994,0,47.2359236142
328_c,4.3168338583343999,4.3032220838885502,4.215491623668691,4.185719386723906,4.1493774291637058,4.1209766640729946,4.1139670016072092,3.8774018025934396,3.7654124886496283,3.5407637912626586,0,40.58916613
279_i140,5.7403608063576206,5.7382953409237132,5.6657451636708185,5.5939712425153081,5.5590934553209577,5.4582569055171977,5.3940083725159198,5.3017594081584232,5.0253807876877952,4.6012324343740856,0,54.078103917
328_i160,5.1442763342284357,5.0771941525484268,5.0328524370200665,4.9751243043431552,4.9143777065494483,4.8443420836748121,4.7233738707897031,4.4522250525722802,4.3249363050802359,4.0591520306715632,0,47.5478542775
Conclusion,142.613806055,135.784349929,125.970461822,122.572054114,113.439562046,111.837942232,107.667363702,104.513941646,86.2056312207,81.9361362574,-,1132.54124903
